2 r 15.0000; phi 0.0000; x 0.7500; y 0.0000; t_rel 1.0000;
4 r 3.1345; phi -1.2872; x 0.0439; y -0.1505; t_rel 0.4907;
4 r 3.1336; phi -1.2879; x 0.0437; y -0.1504; t_rel 0.4906;
4 r 3.1326; phi -1.2885; x 0.0436; y -0.1504; t_rel 0.4905;
4 r 3.1316; phi -1.2891; x 0.0435; y -0.1504; t_rel 0.4904;
4 r 3.1306; phi -1.2897; x 0.0434; y -0.1504; t_rel 0.4903;
4 r 3.1296; phi -1.2904; x 0.0433; y -0.1504; t_rel 0.4903;
4 r 3.1286; phi -1.2910; x 0.0432; y -0.1503; t_rel 0.4902;
4 r 3.1276; phi -1.2916; x 0.0431; y -0.1503; t_rel 0.4901;
4 r 3.1267; phi -1.2923; x 0.0430; y -0.1503; t_rel 0.4900;
4 r 3.1257; phi -1.2929; x 0.0429; y -0.1503; t_rel 0.4899;
4 r 3.1247; phi -1.2935; x 0.0428; y -0.1503; t_rel 0.4898;
4 r 3.1237; phi -1.2941; x 0.0427; y -0.1502; t_rel 0.4898;
4 r 3.1227; phi -1.2948; x 0.0426; y -0.1502; t_rel 0.4897;
4 r 3.1217; phi -1.2954; x 0.0424; y -0.1502; t_rel 0.4896;
4 r 3.1208; phi -1.2960; x 0.0423; y -0.1502; t_rel 0.4895;
4 r 3.1198; phi -1.2967; x 0.0422; y -0.1502; t_rel 0.4894;
4 r 3.1188; phi -1.2973; x 0.0421; y -0.1501; t_rel 0.4893;
4 r 3.1178; phi -1.2979; x 0.0420; y -0.1501; t_rel 0.4893;
4 r 3.1168; phi -1.2985; x 0.0419; y -0.1501; t_rel 0.4892;
4 r 3.1159; phi -1.2992; x 0.0418; y -0.1501; t_rel 0.4891;
4 r 3.1149; phi -1.2998; x 0.0417; y -0.1501; t_rel 0.4890;
4 r 3.1139; phi -1.3004; x 0.0416; y -0.1500; t_rel 0.4889;
4 r 3.1129; phi -1.3011; x 0.0415; y -0.1500; t_rel 0.4888;
4 r 3.1120; phi -1.3017; x 0.0414; y -0.1500; t_rel 0.4888;
4 r 3.1110; phi -1.3023; x 0.0413; y -0.1500; t_rel 0.4887;
4 r 3.1100; phi -1.3029; x 0.0412; y -0.1500; t_rel 0.4886;
4 r 3.1090; phi -1.3036; x 0.0410; y -0.1499; t_rel 0.4885;
4 r 3.1081; phi -1.3042; x 0.0409; y -0.1499; t_rel 0.4884;
4 r 3.1071; phi -1.3048; x 0.0408; y -0.1499; t_rel 0.4883;
4 r 3.1061; phi -1.3055; x 0.0407; y -0.1499; t_rel 0.4883;
4 r 3.1052; phi -1.3061; x 0.0406; y -0.1498; t_rel 0.4882;
4 r 3.1042; phi -1.3067; x 0.0405; y -0.1498; t_rel 0.4881;
4 r 3.1032; phi -1.3073; x 0.0404; y -0.1498; t_rel 0.4880;
4 r 3.1022; phi -1.3080; x 0.0403; y -0.1498; t_rel 0.4879;
4 r 3.1013; phi -1.3086; x 0.0402; y -0.1498; t_rel 0.4879;
4 r 3.1003; phi -1.3092; x 0.0401; y -0.1497; t_rel 0.4878;
4 r 3.0993; phi -1.3099; x 0.0400; y -0.1497; t_rel 0.4877;
4 r 3.0984; phi -1.3105; x 0.0399; y -0.1497; t_rel 0.4876;
4 r 3.0974; phi -1.3111; x 0.0398; y -0.1497; t_rel 0.4875;
4 r 3.0965; phi -1.3117; x 0.0397; y -0.1497; t_rel 0.4874;
4 r 3.0955; phi -1.3124; x 0.0396; y -0.1496; t_rel 0.4874;
4 r 3.0945; phi -1.3130; x 0.0394; y -0.1496; t_rel 0.4873;
4 r 3.0936; phi -1.3136; x 0.0393; y -0.1496; t_rel 0.4872;
4 r 3.0926; phi -1.3143; x 0.0392; y -0.1496; t_rel 0.4871;
4 r 3.0916; phi -1.3149; x 0.0391; y -0.1495; t_rel 0.4870;
4 r 3.0907; phi -1.3155; x 0.0390; y -0.1495; t_rel 0.4869;
4 r 3.0897; phi -1.3162; x 0.0389; y -0.1495; t_rel 0.4869;
4 r 3.0888; phi -1.3168; x 0.0388; y -0.1495; t_rel 0.4868;
4 r 3.0878; phi -1.3174; x 0.0387; y -0.1495; t_rel 0.4867;
4 r 3.0868; phi -1.3180; x 0.0386; y -0.1494; t_rel 0.4866;
4 r 3.0859; phi -1.3187; x 0.0385; y -0.1494; t_rel 0.4865;
4 r 3.0849; phi -1.3193; x 0.0384; y -0.1494; t_rel 0.4864;
4 r 3.0840; phi -1.3199; x 0.0383; y -0.1494; t_rel 0.4864;
4 r 3.0830; phi -1.3206; x 0.0382; y -0.1493; t_rel 0.4863;
4 r 3.0821; phi -1.3212; x 0.0381; y -0.1493; t_rel 0.4862;
4 r 3.0811; phi -1.3218; x 0.0380; y -0.1493; t_rel 0.4861;
4 r 3.0802; phi -1.3224; x 0.0379; y -0.1493; t_rel 0.4860;
4 r 3.0792; phi -1.3231; x 0.0378; y -0.1493; t_rel 0.4859;
4 r 3.0782; phi -1.3237; x 0.0376; y -0.1492; t_rel 0.4859;
4 r 3.0773; phi -1.3243; x 0.0375; y -0.1492; t_rel 0.4858;
4 r 3.0763; phi -1.3250; x 0.0374; y -0.1492; t_rel 0.4857;
4 r 3.0754; phi -1.3256; x 0.0373; y -0.1492; t_rel 0.4856;
4 r 3.0744; phi -1.3262; x 0.0372; y -0.1491; t_rel 0.4855;
4 r 3.0735; phi -1.3268; x 0.0371; y -0.1491; t_rel 0.4855;
4 r 3.0725; phi -1.3275; x 0.0370; y -0.1491; t_rel 0.4854;
4 r 3.0716; phi -1.3281; x 0.0369; y -0.1491; t_rel 0.4853;
4 r 3.0707; phi -1.3287; x 0.0368; y -0.1491; t_rel 0.4852;
4 r 3.0697; phi -1.3294; x 0.0367; y -0.1490; t_rel 0.4851;
4 r 3.0688; phi -1.3300; x 0.0366; y -0.1490; t_rel 0.4850;
4 r 3.0678; phi -1.3306; x 0.0365; y -0.1490; t_rel 0.4850;
4 r 3.0669; phi -1.3312; x 0.0364; y -0.1490; t_rel 0.4849;
4 r 3.0659; phi -1.3319; x 0.0363; y -0.1489; t_rel 0.4848;
4 r 3.0650; phi -1.3325; x 0.0362; y -0.1489; t_rel 0.4847;
4 r 3.0640; phi -1.3331; x 0.0361; y -0.1489; t_rel 0.4846;
4 r 3.0631; phi -1.3338; x 0.0360; y -0.1489; t_rel 0.4845;
4 r 3.0622; phi -1.3344; x 0.0359; y -0.1488; t_rel 0.4845;
4 r 3.0612; phi -1.3350; x 0.0358; y -0.1488; t_rel 0.4844;
4 r 3.0603; phi -1.3356; x 0.0357; y -0.1488; t_rel 0.4843;
4 r 3.0593; phi -1.3363; x 0.0355; y -0.1488; t_rel 0.4842;
4 r 3.0584; phi -1.3369; x 0.0354; y -0.1488; t_rel 0.4841;
4 r 3.0575; phi -1.3375; x 0.0353; y -0.1487; t_rel 0.4840;
4 r 3.0565; phi -1.3382; x 0.0352; y -0.1487; t_rel 0.4840;
4 r 3.0556; phi -1.3388; x 0.0351; y -0.1487; t_rel 0.4839;
4 r 3.0546; phi -1.3394; x 0.0350; y -0.1487; t_rel 0.4838;
4 r 3.0537; phi -1.3400; x 0.0349; y -0.1486; t_rel 0.4837;
4 r 3.0528; phi -1.3407; x 0.0348; y -0.1486; t_rel 0.4836;
4 r 3.0518; phi -1.3413; x 0.0347; y -0.1486; t_rel 0.4836;
4 r 3.0509; phi -1.3419; x 0.0346; y -0.1486; t_rel 0.4835;
4 r 3.0500; phi -1.3426; x 0.0345; y -0.1485; t_rel 0.4834;
4 r 3.0490; phi -1.3432; x 0.0344; y -0.1485; t_rel 0.4833;
4 r 3.0481; phi -1.3438; x 0.0343; y -0.1485; t_rel 0.4832;
4 r 3.0472; phi -1.3444; x 0.0342; y -0.1485; t_rel 0.4831;
4 r 3.0462; phi -1.3451; x 0.0341; y -0.1484; t_rel 0.4831;
4 r 3.0453; phi -1.3457; x 0.0340; y -0.1484; t_rel 0.4830;
4 r 3.0444; phi -1.3463; x 0.0339; y -0.1484; t_rel 0.4829;
4 r 3.0434; phi -1.3470; x 0.0338; y -0.1484; t_rel 0.4828;
4 r 3.0425; phi -1.3476; x 0.0337; y -0.1484; t_rel 0.4827;
4 r 3.0416; phi -1.3482; x 0.0336; y -0.1483; t_rel 0.4826;
4 r 3.0407; phi -1.3489; x 0.0335; y -0.1483; t_rel 0.4826;
4 r 3.0397; phi -1.3495; x 0.0334; y -0.1483; t_rel 0.4825;
4 r 3.0388; phi -1.3501; x 0.0333; y -0.1483; t_rel 0.4824;
4 r 3.0379; phi -1.3507; x 0.0332; y -0.1482; t_rel 0.4823;
4 r 3.0369; phi -1.3514; x 0.0331; y -0.1482; t_rel 0.4822;
4 r 3.0360; phi -1.3520; x 0.0329; y -0.1482; t_rel 0.4821;
4 r 3.0351; phi -1.3526; x 0.0328; y -0.1482; t_rel 0.4821;
4 r 3.0342; phi -1.3533; x 0.0327; y -0.1481; t_rel 0.4820;
4 r 3.0332; phi -1.3539; x 0.0326; y -0.1481; t_rel 0.4819;
4 r 3.0323; phi -1.3545; x 0.0325; y -0.1481; t_rel 0.4818;
4 r 3.0314; phi -1.3551; x 0.0324; y -0.1481; t_rel 0.4817;
4 r 3.0305; phi -1.3558; x 0.0323; y -0.1480; t_rel 0.4817;
4 r 3.0296; phi -1.3564; x 0.0322; y -0.1480; t_rel 0.4816;
4 r 3.0286; phi -1.3570; x 0.0321; y -0.1480; t_rel 0.4815;
4 r 3.0277; phi -1.3577; x 0.0320; y -0.1480; t_rel 0.4814;
4 r 3.0268; phi -1.3583; x 0.0319; y -0.1479; t_rel 0.4813;
4 r 3.0259; phi -1.3589; x 0.0318; y -0.1479; t_rel 0.4812;
4 r 3.0250; phi -1.3595; x 0.0317; y -0.1479; t_rel 0.4812;
4 r 3.0240; phi -1.3602; x 0.0316; y -0.1479; t_rel 0.4811;
4 r 3.0231; phi -1.3608; x 0.0315; y -0.1478; t_rel 0.4810;
4 r 3.0222; phi -1.3614; x 0.0314; y -0.1478; t_rel 0.4809;
4 r 3.0213; phi -1.3621; x 0.0313; y -0.1478; t_rel 0.4808;
4 r 3.0204; phi -1.3627; x 0.0312; y -0.1478; t_rel 0.4807;
4 r 3.0195; phi -1.3633; x 0.0311; y -0.1477; t_rel 0.4807;
4 r 3.0185; phi -1.3639; x 0.0310; y -0.1477; t_rel 0.4806;
4 r 3.0176; phi -1.3646; x 0.0309; y -0.1477; t_rel 0.4805;
4 r 3.0167; phi -1.3652; x 0.0308; y -0.1477; t_rel 0.4804;
4 r 3.0158; phi -1.3658; x 0.0307; y -0.1476; t_rel 0.4803;
4 r 3.0149; phi -1.3665; x 0.0306; y -0.1476; t_rel 0.4803;
4 r 3.0140; phi -1.3671; x 0.0305; y -0.1476; t_rel 0.4802;
4 r 3.0131; phi -1.3677; x 0.0304; y -0.1476; t_rel 0.4801;
4 r 3.0122; phi -1.3683; x 0.0303; y -0.1475; t_rel 0.4800;
4 r 3.0112; phi -1.3690; x 0.0302; y -0.1475; t_rel 0.4799;
4 r 3.0103; phi -1.3696; x 0.0301; y -0.1475; t_rel 0.4798;
4 r 3.0094; phi -1.3702; x 0.0300; y -0.1475; t_rel 0.4798;
4 r 3.0085; phi -1.3709; x 0.0299; y -0.1474; t_rel 0.4797;
4 r 3.0076; phi -1.3715; x 0.0298; y -0.1474; t_rel 0.4796;
4 r 3.0067; phi -1.3721; x 0.0297; y -0.1474; t_rel 0.4795;
4 r 3.0058; phi -1.3727; x 0.0296; y -0.1474; t_rel 0.4794;
4 r 3.0049; phi -1.3734; x 0.0295; y -0.1473; t_rel 0.4793;
4 r 3.0040; phi -1.3740; x 0.0294; y -0.1473; t_rel 0.4793;
4 r 3.0031; phi -1.3746; x 0.0293; y -0.1473; t_rel 0.4792;
4 r 3.0022; phi -1.3753; x 0.0292; y -0.1472; t_rel 0.4791;
4 r 3.0013; phi -1.3759; x 0.0291; y -0.1472; t_rel 0.4790;
4 r 3.0004; phi -1.3765; x 0.0290; y -0.1472; t_rel 0.4789;
4 r 2.9995; phi -1.3771; x 0.0289; y -0.1472; t_rel 0.4789;
4 r 2.9986; phi -1.3778; x 0.0288; y -0.1471; t_rel 0.4788;
4 r 2.9977; phi -1.3784; x 0.0287; y -0.1471; t_rel 0.4787;
4 r 2.9968; phi -1.3790; x 0.0286; y -0.1471; t_rel 0.4786;
4 r 2.9959; phi -1.3797; x 0.0285; y -0.1471; t_rel 0.4785;
4 r 2.9950; phi -1.3803; x 0.0284; y -0.1470; t_rel 0.4784;
4 r 2.9941; phi -1.3809; x 0.0283; y -0.1470; t_rel 0.4784;
4 r 2.9932; phi -1.3815; x 0.0282; y -0.1470; t_rel 0.4783;
4 r 2.9923; phi -1.3822; x 0.0281; y -0.1470; t_rel 0.4782;
4 r 2.9914; phi -1.3828; x 0.0280; y -0.1469; t_rel 0.4781;
4 r 2.9905; phi -1.3834; x 0.0279; y -0.1469; t_rel 0.4780;
4 r 2.9896; phi -1.3841; x 0.0278; y -0.1469; t_rel 0.4779;
4 r 2.9887; phi -1.3847; x 0.0276; y -0.1469; t_rel 0.4779;
4 r 2.9878; phi -1.3853; x 0.0275; y -0.1468; t_rel 0.4778;
4 r 2.9869; phi -1.3860; x 0.0274; y -0.1468; t_rel 0.4777;
4 r 2.9860; phi -1.3866; x 0.0273; y -0.1468; t_rel 0.4776;
4 r 2.9851; phi -1.3872; x 0.0272; y -0.1467; t_rel 0.4775;
4 r 2.9842; phi -1.3878; x 0.0271; y -0.1467; t_rel 0.4774;
4 r 2.9833; phi -1.3885; x 0.0270; y -0.1467; t_rel 0.4774;
4 r 2.9824; phi -1.3891; x 0.0269; y -0.1467; t_rel 0.4773;
4 r 2.9815; phi -1.3897; x 0.0268; y -0.1466; t_rel 0.4772;
4 r 2.9806; phi -1.3904; x 0.0267; y -0.1466; t_rel 0.4771;
4 r 2.9797; phi -1.3910; x 0.0266; y -0.1466; t_rel 0.4770;
4 r 2.9788; phi -1.3916; x 0.0265; y -0.1466; t_rel 0.4770;
4 r 2.9780; phi -1.3922; x 0.0264; y -0.1465; t_rel 0.4769;
4 r 2.9771; phi -1.3929; x 0.0263; y -0.1465; t_rel 0.4768;
4 r 2.9762; phi -1.3935; x 0.0262; y -0.1465; t_rel 0.4767;
4 r 2.9753; phi -1.3941; x 0.0261; y -0.1464; t_rel 0.4766;
4 r 2.9744; phi -1.3948; x 0.0260; y -0.1464; t_rel 0.4765;
4 r 2.9735; phi -1.3954; x 0.0259; y -0.1464; t_rel 0.4765;
4 r 2.9726; phi -1.3960; x 0.0258; y -0.1464; t_rel 0.4764;
4 r 2.9717; phi -1.3966; x 0.0257; y -0.1463; t_rel 0.4763;
4 r 2.9708; phi -1.3973; x 0.0256; y -0.1463; t_rel 0.4762;
4 r 2.9700; phi -1.3979; x 0.0255; y -0.1463; t_rel 0.4761;
4 r 2.9691; phi -1.3985; x 0.0254; y -0.1463; t_rel 0.4760;
4 r 2.9682; phi -1.3992; x 0.0253; y -0.1462; t_rel 0.4760;
4 r 2.9673; phi -1.3998; x 0.0252; y -0.1462; t_rel 0.4759;
4 r 2.9664; phi -1.4004; x 0.0251; y -0.1462; t_rel 0.4758;
4 r 2.9655; phi -1.4010; x 0.0250; y -0.1461; t_rel 0.4757;
4 r 2.9647; phi -1.4017; x 0.0250; y -0.1461; t_rel 0.4756;
4 r 2.9638; phi -1.4023; x 0.0249; y -0.1461; t_rel 0.4756;
4 r 2.9629; phi -1.4029; x 0.0248; y -0.1461; t_rel 0.4755;
4 r 2.9620; phi -1.4036; x 0.0247; y -0.1460; t_rel 0.4754;
4 r 2.9611; phi -1.4042; x 0.0246; y -0.1460; t_rel 0.4753;
4 r 2.9603; phi -1.4048; x 0.0245; y -0.1460; t_rel 0.4752;
4 r 2.9594; phi -1.4054; x 0.0244; y -0.1460; t_rel 0.4751;
4 r 2.9585; phi -1.4061; x 0.0243; y -0.1459; t_rel 0.4751;
4 r 2.9576; phi -1.4067; x 0.0242; y -0.1459; t_rel 0.4750;
4 r 2.9567; phi -1.4073; x 0.0241; y -0.1459; t_rel 0.4749;
4 r 2.9559; phi -1.4080; x 0.0240; y -0.1458; t_rel 0.4748;
4 r 2.9550; phi -1.4086; x 0.0239; y -0.1458; t_rel 0.4747;
4 r 2.9541; phi -1.4092; x 0.0238; y -0.1458; t_rel 0.4746;
4 r 2.9532; phi -1.4098; x 0.0237; y -0.1458; t_rel 0.4746;
4 r 2.9524; phi -1.4105; x 0.0236; y -0.1457; t_rel 0.4745;
4 r 2.9515; phi -1.4111; x 0.0235; y -0.1457; t_rel 0.4744;
4 r 2.9506; phi -1.4117; x 0.0234; y -0.1457; t_rel 0.4743;
4 r 2.9497; phi -1.4124; x 0.0233; y -0.1456; t_rel 0.4742;
4 r 2.9489; phi -1.4130; x 0.0232; y -0.1456; t_rel 0.4742;
4 r 2.9480; phi -1.4136; x 0.0231; y -0.1456; t_rel 0.4741;
4 r 2.9471; phi -1.4142; x 0.0230; y -0.1456; t_rel 0.4740;
4 r 2.9462; phi -1.4149; x 0.0229; y -0.1455; t_rel 0.4739;
4 r 2.9454; phi -1.4155; x 0.0228; y -0.1455; t_rel 0.4738;
4 r 2.9445; phi -1.4161; x 0.0227; y -0.1455; t_rel 0.4737;
4 r 2.9436; phi -1.4168; x 0.0226; y -0.1454; t_rel 0.4737;
4 r 2.9428; phi -1.4174; x 0.0225; y -0.1454; t_rel 0.4736;
4 r 2.9419; phi -1.4180; x 0.0224; y -0.1454; t_rel 0.4735;
4 r 2.9410; phi -1.4187; x 0.0223; y -0.1454; t_rel 0.4734;
4 r 2.9402; phi -1.4193; x 0.0222; y -0.1453; t_rel 0.4733;
4 r 2.9393; phi -1.4199; x 0.0221; y -0.1453; t_rel 0.4732;
4 r 2.9384; phi -1.4205; x 0.0220; y -0.1453; t_rel 0.4732;
4 r 2.9376; phi -1.4212; x 0.0219; y -0.1452; t_rel 0.4731;
4 r 2.9367; phi -1.4218; x 0.0218; y -0.1452; t_rel 0.4730;
4 r 2.9358; phi -1.4224; x 0.0217; y -0.1452; t_rel 0.4729;
4 r 2.9350; phi -1.4231; x 0.0216; y -0.1451; t_rel 0.4728;
4 r 2.9341; phi -1.4237; x 0.0215; y -0.1451; t_rel 0.4727;
4 r 2.9332; phi -1.4243; x 0.0214; y -0.1451; t_rel 0.4727;
4 r 2.9324; phi -1.4249; x 0.0213; y -0.1451; t_rel 0.4726;
4 r 2.9315; phi -1.4256; x 0.0212; y -0.1450; t_rel 0.4725;
4 r 2.9306; phi -1.4262; x 0.0211; y -0.1450; t_rel 0.4724;
4 r 2.9298; phi -1.4268; x 0.0210; y -0.1450; t_rel 0.4723;
4 r 2.9289; phi -1.4275; x 0.0209; y -0.1449; t_rel 0.4723;
4 r 2.9280; phi -1.4281; x 0.0208; y -0.1449; t_rel 0.4722;
4 r 2.9272; phi -1.4287; x 0.0207; y -0.1449; t_rel 0.4721;
4 r 2.9263; phi -1.4293; x 0.0206; y -0.1449; t_rel 0.4720;
4 r 2.9255; phi -1.4300; x 0.0205; y -0.1448; t_rel 0.4719;
4 r 2.9246; phi -1.4306; x 0.0204; y -0.1448; t_rel 0.4718;
4 r 2.9237; phi -1.4312; x 0.0203; y -0.1448; t_rel 0.4718;
4 r 2.9229; phi -1.4319; x 0.0202; y -0.1447; t_rel 0.4717;
4 r 2.9220; phi -1.4325; x 0.0201; y -0.1447; t_rel 0.4716;
4 r 2.9212; phi -1.4331; x 0.0200; y -0.1447; t_rel 0.4715;
4 r 2.9203; phi -1.4337; x 0.0199; y -0.1446; t_rel 0.4714;
4 r 2.9195; phi -1.4344; x 0.0199; y -0.1446; t_rel 0.4713;
4 r 2.9186; phi -1.4350; x 0.0198; y -0.1446; t_rel 0.4713;
4 r 2.9177; phi -1.4356; x 0.0197; y -0.1446; t_rel 0.4712;
4 r 2.9169; phi -1.4363; x 0.0196; y -0.1445; t_rel 0.4711;
4 r 2.9160; phi -1.4369; x 0.0195; y -0.1445; t_rel 0.4710;
4 r 2.9152; phi -1.4375; x 0.0194; y -0.1445; t_rel 0.4709;
4 r 2.9143; phi -1.4381; x 0.0193; y -0.1444; t_rel 0.4708;
4 r 2.9135; phi -1.4388; x 0.0192; y -0.1444; t_rel 0.4708;
4 r 2.9126; phi -1.4394; x 0.0191; y -0.1444; t_rel 0.4707;
4 r 2.9118; phi -1.4400; x 0.0190; y -0.1443; t_rel 0.4706;
4 r 2.9109; phi -1.4407; x 0.0189; y -0.1443; t_rel 0.4705;
4 r 2.9101; phi -1.4413; x 0.0188; y -0.1443; t_rel 0.4704;
4 r 2.9092; phi -1.4419; x 0.0187; y -0.1443; t_rel 0.4703;
4 r 2.9084; phi -1.4425; x 0.0186; y -0.1442; t_rel 0.4703;
4 r 2.9075; phi -1.4432; x 0.0185; y -0.1442; t_rel 0.4702;
4 r 2.9067; phi -1.4438; x 0.0184; y -0.1442; t_rel 0.4701;
4 r 2.9058; phi -1.4444; x 0.0183; y -0.1441; t_rel 0.4700;
4 r 2.9050; phi -1.4451; x 0.0182; y -0.1441; t_rel 0.4699;
4 r 2.9041; phi -1.4457; x 0.0181; y -0.1441; t_rel 0.4699;
4 r 2.9033; phi -1.4463; x 0.0180; y -0.1440; t_rel 0.4698;
4 r 2.9024; phi -1.4469; x 0.0179; y -0.1440; t_rel 0.4697;
4 r 2.9016; phi -1.4476; x 0.0178; y -0.1440; t_rel 0.4696;
4 r 2.9007; phi -1.4482; x 0.0177; y -0.1439; t_rel 0.4695;
4 r 2.8999; phi -1.4488; x 0.0176; y -0.1439; t_rel 0.4694;
4 r 2.8990; phi -1.4495; x 0.0175; y -0.1439; t_rel 0.4694;
4 r 2.8982; phi -1.4501; x 0.0174; y -0.1439; t_rel 0.4693;
4 r 2.8973; phi -1.4507; x 0.0174; y -0.1438; t_rel 0.4692;
4 r 2.8965; phi -1.4513; x 0.0173; y -0.1438; t_rel 0.4691;
4 r 2.8957; phi -1.4520; x 0.0172; y -0.1438; t_rel 0.4690;
4 r 2.8948; phi -1.4526; x 0.0171; y -0.1437; t_rel 0.4689;
4 r 2.8940; phi -1.4532; x 0.0170; y -0.1437; t_rel 0.4689;
4 r 2.8931; phi -1.4539; x 0.0169; y -0.1437; t_rel 0.4688;
4 r 2.8923; phi -1.4545; x 0.0168; y -0.1436; t_rel 0.4687;
4 r 2.8914; phi -1.4551; x 0.0167; y -0.1436; t_rel 0.4686;
4 r 2.8906; phi -1.4558; x 0.0166; y -0.1436; t_rel 0.4685;
4 r 2.8898; phi -1.4564; x 0.0165; y -0.1435; t_rel 0.4684;
4 r 2.8889; phi -1.4570; x 0.0164; y -0.1435; t_rel 0.4684;
4 r 2.8881; phi -1.4576; x 0.0163; y -0.1435; t_rel 0.4683;
4 r 2.8872; phi -1.4583; x 0.0162; y -0.1434; t_rel 0.4682;
4 r 2.8864; phi -1.4589; x 0.0161; y -0.1434; t_rel 0.4681;
4 r 2.8856; phi -1.4595; x 0.0160; y -0.1434; t_rel 0.4680;
4 r 2.8847; phi -1.4602; x 0.0159; y -0.1434; t_rel 0.4679;
4 r 2.8839; phi -1.4608; x 0.0158; y -0.1433; t_rel 0.4679;
4 r 2.8830; phi -1.4614; x 0.0157; y -0.1433; t_rel 0.4678;
4 r 2.8822; phi -1.4620; x 0.0156; y -0.1433; t_rel 0.4677;
4 r 2.8814; phi -1.4627; x 0.0155; y -0.1432; t_rel 0.4676;
4 r 2.8805; phi -1.4633; x 0.0155; y -0.1432; t_rel 0.4675;
4 r 2.8797; phi -1.4639; x 0.0154; y -0.1432; t_rel 0.4674;
4 r 2.8789; phi -1.4646; x 0.0153; y -0.1431; t_rel 0.4674;
4 r 2.8780; phi -1.4652; x 0.0152; y -0.1431; t_rel 0.4673;
4 r 2.8772; phi -1.4658; x 0.0151; y -0.1431; t_rel 0.4672;
4 r 2.8764; phi -1.4664; x 0.0150; y -0.1430; t_rel 0.4671;
4 r 2.8755; phi -1.4671; x 0.0149; y -0.1430; t_rel 0.4670;
4 r 2.8747; phi -1.4677; x 0.0148; y -0.1430; t_rel 0.4669;
4 r 2.8739; phi -1.4683; x 0.0147; y -0.1429; t_rel 0.4669;
4 r 2.8730; phi -1.4690; x 0.0146; y -0.1429; t_rel 0.4668;
4 r 2.8722; phi -1.4696; x 0.0145; y -0.1429; t_rel 0.4667;
4 r 2.8714; phi -1.4702; x 0.0144; y -0.1428; t_rel 0.4666;
4 r 2.8705; phi -1.4708; x 0.0143; y -0.1428; t_rel 0.4665;
4 r 2.8697; phi -1.4715; x 0.0142; y -0.1428; t_rel 0.4664;
4 r 2.8689; phi -1.4721; x 0.0141; y -0.1427; t_rel 0.4664;
4 r 2.8680; phi -1.4727; x 0.0140; y -0.1427; t_rel 0.4663;
4 r 2.8672; phi -1.4734; x 0.0139; y -0.1427; t_rel 0.4662;
4 r 2.8664; phi -1.4740; x 0.0139; y -0.1426; t_rel 0.4661;
4 r 2.8656; phi -1.4746; x 0.0138; y -0.1426; t_rel 0.4660;
4 r 2.8647; phi -1.4752; x 0.0137; y -0.1426; t_rel 0.4659;
4 r 2.8639; phi -1.4759; x 0.0136; y -0.1426; t_rel 0.4659;
4 r 2.8631; phi -1.4765; x 0.0135; y -0.1425; t_rel 0.4658;
4 r 2.8623; phi -1.4771; x 0.0134; y -0.1425; t_rel 0.4657;
4 r 2.8614; phi -1.4778; x 0.0133; y -0.1425; t_rel 0.4656;
4 r 2.8606; phi -1.4784; x 0.0132; y -0.1424; t_rel 0.4655;
4 r 2.8598; phi -1.4790; x 0.0131; y -0.1424; t_rel 0.4654;
4 r 2.8590; phi -1.4796; x 0.0130; y -0.1424; t_rel 0.4654;
4 r 2.8581; phi -1.4803; x 0.0129; y -0.1423; t_rel 0.4653;
4 r 2.8573; phi -1.4809; x 0.0128; y -0.1423; t_rel 0.4652;
4 r 2.8565; phi -1.4815; x 0.0127; y -0.1423; t_rel 0.4651;
4 r 2.8557; phi -1.4822; x 0.0126; y -0.1422; t_rel 0.4650;
4 r 2.8548; phi -1.4828; x 0.0125; y -0.1422; t_rel 0.4649;
4 r 2.8540; phi -1.4834; x 0.0125; y -0.1422; t_rel 0.4649;
4 r 2.8532; phi -1.4840; x 0.0124; y -0.1421; t_rel 0.4648;
4 r 2.8524; phi -1.4847; x 0.0123; y -0.1421; t_rel 0.4647;
4 r 2.8515; phi -1.4853; x 0.0122; y -0.1421; t_rel 0.4646;
4 r 2.8507; phi -1.4859; x 0.0121; y -0.1420; t_rel 0.4645;
4 r 2.8499; phi -1.4866; x 0.0120; y -0.1420; t_rel 0.4644;
4 r 2.8491; phi -1.4872; x 0.0119; y -0.1420; t_rel 0.4644;
4 r 2.8483; phi -1.4878; x 0.0118; y -0.1419; t_rel 0.4643;
4 r 2.8474; phi -1.4885; x 0.0117; y -0.1419; t_rel 0.4642;
4 r 2.8466; phi -1.4891; x 0.0116; y -0.1419; t_rel 0.4641;
4 r 2.8458; phi -1.4897; x 0.0115; y -0.1418; t_rel 0.4640;
4 r 2.8450; phi -1.4903; x 0.0114; y -0.1418; t_rel 0.4639;
4 r 2.8442; phi -1.4910; x 0.0113; y -0.1418; t_rel 0.4639;
4 r 2.8434; phi -1.4916; x 0.0112; y -0.1417; t_rel 0.4638;
4 r 2.8425; phi -1.4922; x 0.0112; y -0.1417; t_rel 0.4637;
4 r 2.8417; phi -1.4929; x 0.0111; y -0.1417; t_rel 0.4636;
4 r 2.8409; phi -1.4935; x 0.0110; y -0.1416; t_rel 0.4635;
4 r 2.8401; phi -1.4941; x 0.0109; y -0.1416; t_rel 0.4634;
4 r 2.8393; phi -1.4947; x 0.0108; y -0.1416; t_rel 0.4634;
4 r 2.8385; phi -1.4954; x 0.0107; y -0.1415; t_rel 0.4633;
